,ID,AWARDS
25849,37644,[]
25850,37604,[]
25851,37643,[]
25852,37642,[]
25853,37641,[]
25854,37753,[]
25855,37974,[]
25856,37973,[]
25857,37972,[]
25858,37971,[]
25859,37970,[]
25860,37969,[]
25861,37733,[]
25862,37968,[]
25863,37967,[]
25864,37966,[]
25865,712657,[]
25866,37965,[]
25867,37964,[]
25868,54561,[]
25869,266413,[]
25870,37731,[]
25871,37963,[]
25872,37962,[]
25873,37730,[]
25874,37728,[]
25875,1129663,[]
25876,37961,[]
25877,54421,[]
25878,37960,[]
25879,37959,[]
25880,37958,[]
25881,37996,[]
25882,38001,"[' Reserve', ' 2000/01', ' 2', ' 1']"
25883,37957,[]
25884,37640,[]
25885,338588,[]
25886,37639,[]
25887,37638,[]
25888,37637,[]
25889,388802,[]
25890,37602,[]
25891,37636,[]
25892,37635,[]
25893,37691,[]
25894,37601,[]
25895,509583,[]
25896,37633,[]
25897,37632,[]
25898,599409,[]
25899,37631,[]
25900,37630,[]
25901,599405,[]
25902,37619,[]
25903,37629,[]
25904,37611,[]
25905,37618,[]
25906,37628,[]
25907,37627,[]
25908,1170050,[]
25909,378662,[]
25910,37956,[]
25911,37742,[]
25912,37955,[]
25913,37954,[]
25914,37727,[]
25915,37953,[]
25916,37743,[]
25917,37751,[]
25918,37990,[]
25919,37952,[]
25920,277909,[]
25921,338128,[]
25922,37951,[]
25923,37950,[]
25924,37949,[]
25925,37948,[]
25926,54422,[]
25927,270999,[]
25928,54497,[]
25929,37947,[]
25930,37946,[]
25931,338661,[]
25932,37945,[]
25933,338660,[]
25934,37944,[]
25935,37943,[]
25936,37726,[]
25937,266554,[]
25938,37616,['Married to ']
25939,54407,[]
25940,54406,['Married to ']
25941,37617,[]
25942,712655,[]
25943,37626,[]
25944,37625,[]
25945,37995,[]
25946,37994,[]
25947,37942,[]
25948,37941,[]
25949,37940,[]
25950,37939,[]
25951,37938,[]
25952,37937,[]
25953,37936,[]
25954,37775,[]
25955,1126840,[]
25956,37725,[]
25957,54419,[]
25958,37724,['New Zealand Cricket Almanack Player of the Year 1951']
25959,329368,[]
25960,277094,[]
25961,1132081,[]
25962,37935,[]
25963,338651,[]
25964,232993,[]
25965,37934,[]
25966,381743,[]
25967,37933,[]
25968,232996,[]
25969,232991,[]
25970,37932,[]
25971,37722,[]
25972,37931,[]
25973,270949,[]
25974,371634,[]
25975,450860,[]
25976,37930,[]
25977,325715,[]
25978,37929,[]
25979,37998,[]
25980,37740,[]
25981,37741,[]
25982,37721,[]
25983,37764,[]
25984,37928,[]
25985,37763,[]
25986,37927,[]
25987,37926,[]
25988,37925,[]
25989,37720,[]
25990,37924,[]
25991,54506,[]
25992,38004,[]
25993,37719,['New Zealand Cricket Almanack Player of the Year 1953']
25994,54420,[]
25995,54411,[]
25996,54570,[]
25997,37923,[]
25998,37922,[]
25999,338124,[]
26000,37921,[]
26001,54686,[]
26002,37718,[]
26003,37920,[]
26004,37919,[]
26005,37717,[]
26006,37918,[]
26007,37716,[]
26008,37917,[]
26009,6901,[]
26010,37916,[]
26011,37915,[]
26012,37914,[]
26013,37913,[]
26014,37912,[]
26015,463106,[]
26016,495001,[]
26017,813937,[]
26018,37911,[]
26019,37910,[]
26020,37909,[]
26021,37715,[]
26022,37908,[]
26023,442068,[]
26024,599385,[]
26025,388739,[]
26026,598178,[]
26027,1129664,[]
26028,1068920,[]
26029,549172,[]
26030,600145,[]
26031,803969,[]
26032,385029,[]
26033,324741,[]
26034,547841,[]
26035,526021,[]
26036,625962,[]
26037,388752,[]
26038,505947,[]
26039,549460,[]
26040,442275,[]
26041,37841,[]
26042,37854,[]
26043,37769,[]
26044,37840,[]
26045,544861,[]
26046,1132080,[]
26047,37839,[]
26048,37838,[]
26049,697889,[]
26050,37837,[]
26051,338625,[]
26052,355267,[]
26053,37836,[]
26054,37835,[]
26055,37834,[]
26056,37702,[]
26057,37833,[]
26058,326797,[]
26059,37738,[]
26060,37832,[]
26061,37831,[]
26062,549455,[]
26063,549454,[]
26064,37830,[]
26065,37829,[]
26066,37701,[]
26067,37828,[]
26068,37827,[]
26069,388783,[]
26070,37826,[]
26071,37814,[]
26072,37825,[]
26073,37824,[]
26074,54537,[]
26075,37823,[]
26076,37822,[]
26077,37821,[]
26078,37700,[]
26079,37745,[]
26080,37820,[]
26081,37819,[]
26082,37768,[]
26083,37818,[]
26084,37817,[]
26085,37816,[]
26086,37698,[]
26087,37696,[]
26088,37815,[]
26089,598168,[]
26090,37767,[]
26091,389095,[]
26092,54427,[]
26093,37813,[]
26094,37812,[]
26095,54413,[]
26096,54403,[]
26097,37811,[]
26098,37810,[]
26099,37809,[]
26100,37808,[]
26101,586740,[]
26102,37807,[]
26103,37757,[]
26104,266634,[]
26105,37806,[]
26106,37805,[]
26107,598156,[]
26108,37804,[]
26109,236575,[]
26110,54477,[]
26111,37803,[]
26112,37802,[]
26113,37800,[]
26114,37799,[]
26115,37798,[]
26116,54400,[]
26117,1164696,[]
26118,37797,[]
26119,572416,[]
26120,37796,[]
26121,37795,[]
26122,37794,[]
26123,37793,[]
26124,37792,[]
26125,54538,[]
26126,37907,[]
26127,37906,[]
26128,37905,[]
26129,37714,[]
26130,37755,[]
26131,1172653,[]
26132,37774,[]
26133,37713,[]
26134,707115,[]
26135,338639,[]
26136,37904,[]
26137,37903,[]
26138,861943,[]
26139,37902,[]
26140,543467,[]
26141,37901,[]
26142,54469,[]
26143,37791,[]
26144,37747,[]
26145,37900,[]
26146,37899,[]
26147,37898,[]
26148,37897,[]
26149,37762,[]
26150,37712,['Club: East Christchurch-Shirley']
26151,37896,[]
26152,37895,[]
26153,37710,[]
26154,37773,[]
26155,37894,[]
26156,37893,[]
26157,37892,[]
26158,37891,[]
26159,338637,[]
26160,37709,[]
26161,37790,[]
26162,37890,[]
26163,37993,[]
26164,37889,[]
26165,327331,[]
26166,37888,[]
26167,54308,[]
26168,37988,[]
26169,37887,[]
26170,1129639,[]
26171,37886,[]
26172,37772,[]
26173,37789,[]
26174,37991,[]
26175,37885,[]
26176,37788,[]
26177,37787,[]
26178,37884,[]
26179,54418,[]
26180,37786,[]
26181,37883,[]
26182,37708,['Club: East Christchurch-Shirley']
26183,37766,[]
26184,37882,[]
26185,37881,[]
26186,37765,[]
26187,338634,[]
26188,37880,[]
26189,37879,[]
26190,54417,[]
26191,54416,[]
26192,37878,[]
26193,37877,[]
26194,37707,[]
26195,37999,[]
26196,312174,[]
26197,38005,[]
26198,37876,[]
26199,37875,[]
26200,37706,[]
26201,37874,[]
26202,37992,[]
26203,37771,[]
26204,37873,[]
26205,37872,[]
26206,270922,[]
26207,37705,['New Zealand Cricket Almanack Player of the Year 1968']
26208,37871,[]
26209,37870,[]
26210,37869,[]
26211,37868,[]
26212,54527,[]
26213,37770,[]
26214,37867,[]
26215,37704,[]
26216,37866,[]
26217,37694,['New Zealand Cricket Almanack Player of the Year 1954']
26218,37865,[]
26219,546020,[]
26220,37864,[]
26221,37785,[]
26222,37784,[]
26223,37863,[]
26224,37703,[]
26225,37862,[]
26226,505950,[]
26227,701739,[]
26228,37783,[]
26229,37861,[]
26230,37860,[]
26231,37859,[]
26232,598150,[]
26233,543330,[]
26234,598149,[]
26235,54414,[]
26236,37858,[]
26237,827725,[]
26238,547081,[]
26239,37782,[]
26240,37781,[]
26241,37780,[]
26242,54306,[]
26243,37857,[]
26244,37856,[]
26245,37855,[]
26246,37749,[]
26247,37737,"['New Zealand Cricket Almanack Player of the Year - 2008, 2015', 'ICC Twenty20 International Performance of the Year - 2010', 'ICC Spirit of Cricket Award - 2015']"
26248,37987,[]
26249,37853,[]
26250,37779,[]
26251,37778,[]
26252,37852,[]
26253,588402,[]
26254,37851,[]
26255,334409,[]
26256,319439,[]
26257,37850,[]
26258,37849,[]
26259,37848,[]
26260,37847,[]
26261,37846,[]
26262,37997,[]
26263,37845,[]
26264,37760,[]
26265,37844,[]
26266,37777,[]
26267,37843,[]
26268,338626,[]
26269,37842,[]
26270,547758,[]
26271,38055,[]
26272,38054,[]
26273,549165,[]
26274,38053,[]
26275,326972,[]
26276,54549,[]
26277,38052,[]
26278,38051,[]
26279,38050,[]
26280,338685,[]
26281,38049,[]
26282,54474,[]
26283,38048,[]
26284,379860,[]
26285,232361,[]
26286,625963,[]
26287,38047,[]
26288,38046,[]
26289,38044,[]
26290,338133,[]
26291,325228,[]
26292,38043,[]
26293,324246,[]
26294,38056,[]
26295,1129328,[]
26296,38058,[]
26297,38042,[]
26298,38041,[]
26299,38040,[]
26300,803981,[]
26301,38039,[]
26302,54310,[]
26303,38038,[]
26304,38037,[]
26305,539511,[]
26306,271508,[]
26307,559063,[]
26308,544428,[]
26309,38036,[]
26310,547763,[]
26311,38035,[]
26312,38034,[]
26313,38033,[]
26314,38032,[]
26315,38010,['Knighted 1978']
26316,38031,[]
26317,549461,[]
26318,38011,[]
26319,38030,[]
26320,38009,[]
26321,38029,[]
26322,377639,[]
26323,543465,[]
26324,38045,[]
26325,38028,[]
26326,38027,[]
26327,38025,[]
26328,38026,[]
26329,38024,[]
26330,324241,[]
26331,38023,[]
26332,38022,[]
26333,355269,[]
26334,38021,[]
26335,38020,[]
26336,38019,[]
26337,38018,[]
26338,38017,[]
26339,38016,[]
26340,598157,[]
26341,38012,[]
26342,38015,[]
26343,38014,[]
26344,38008,[]
26345,38013,[]
26346,701709,[]
26347,326969,[]
26348,271057,[]
26349,38073,[]
26350,38105,[]
26351,38066,[]
26352,549167,[]
26353,38065,[]
26354,38104,[]
26355,38064,[]
26356,38103,[]
26357,438266,[]
26358,38102,[]
26359,38101,[]
26360,598899,[]
26361,38100,[]
26362,38072,[]
26363,38071,[]
26364,38099,[]
26365,38098,[]
26366,38097,[]
26367,38107,[]
26368,38062,[]
26369,38096,[]
26370,38095,[]
26371,38094,[]
26372,38093,[]
26373,38092,[]
26374,54423,[]
26375,38091,[]
26376,38090,[]
26377,38089,[]
26378,38088,[]
26379,38106,[]
26380,388806,[]
26381,1126980,[]
26382,38087,[]
26383,928017,[]
26384,38086,[]
26385,38070,[]
26386,587751,[]
26387,38085,[]
26388,38084,[]
26389,38068,[]
26390,38069,[]
26391,1163453,[]
26392,562263,[]
26393,38083,[]
26394,38060,[]
26395,38082,[]
26396,38081,[]
26397,547752,[]
26398,54540,[]
26399,38080,[]
26400,38079,[]
26401,38078,[]
26402,38108,[]
26403,38077,[]
26404,38076,[]
26405,38075,[]
26406,38074,[]
26407,38229,[]
26408,38134,[]
26409,38228,[]
26410,38227,[]
26411,1072864,[]
26412,54319,[]
26413,54317,[]
26414,38225,[]
26415,38140,[]
26416,38226,[]
26417,38231,[]
26418,38224,[]
26419,38151,[]
26420,38133,[]
26421,38223,[]
26422,38222,[]
26423,38221,[]
26424,231305,[]
26425,38132,[]
26426,38220,[]
26427,54434,[]
26428,598177,[]
26429,38219,[]
26430,54555,[]
26431,38218,[]
26432,38217,[]
26433,38216,[]
26434,38215,[]
26435,1170049,[]
26436,38214,[]
26437,38213,[]
26438,38212,[]
26439,38211,[]
26440,38210,[]
26441,38209,[]
26442,54431,[]
26443,38208,[]
26444,38207,[]
26445,38150,[]
26446,38206,[]
26447,38205,[]
26448,38149,[]
26449,38204,[]
26450,38130,[]
26451,707117,[]
26452,38203,[]
26453,338718,[]
26454,338717,[]
26455,38202,[]
26456,38201,[]
26457,38129,[]
26458,388794,[]
26459,38200,[]
26460,38127,[]
26461,54430,[]
26462,38125,[]
26463,38199,[]
26464,38198,[]
26465,268582,[]
26466,38196,[]
26467,38195,[]
26468,38194,[]
26469,266553,[]
26470,38193,[]
26471,599423,[]
26472,38192,[]
26473,38191,[]
26474,823509,[]
26475,38190,[]
26476,902447,[]
26477,38124,[]
26478,38189,[]
26479,38123,[]
26480,38122,[]
26481,549456,[]
26482,38121,[]
26483,329003,[]
26484,54429,[]
26485,54452,[]
26486,38188,[]
26487,1080727,[]
26488,38187,[]
26489,38186,[]
26490,38185,[]
26491,274958,[]
26492,328247,[]
26493,38197,[]
26494,1128242,[]
26495,38120,[]
26496,38184,[]
26497,38234,[]
26498,38236,[]
26499,38183,[]
26500,38182,[]
26501,38181,[]
26502,38180,[]
26503,38233,[]
26504,38179,[]
26505,38178,[]
26506,54315,[]
26507,38177,[]
26508,38176,[]
26509,38138,['Club: East Christchurch-Shirley']
26510,38148,[]
26511,38147,[]
26512,325309,[]
26513,38146,[]
26514,268528,[]
26515,284910,[]
26516,38175,[]
26517,586734,[]
26518,38143,[]
26519,38173,[]
26520,38172,[]
26521,549444,[]
26522,54428,[]
26523,38174,[]
26524,38171,[]
26525,38241,[]
26526,38170,[]
26527,38169,[]
26528,1068284,[]
26529,952949,[]
26530,597991,[]
26531,38141,['Wisden Cricketer of the Year 2015']
26532,38118,[]
26533,595783,[]
26534,38235,[]
26535,38137,[]
26536,957191,[]
26537,38167,[]
26538,54510,[]
26539,703247,[]
26540,38166,[]
26541,38165,[]
26542,38142,[]
26543,597981,[]
26544,266406,[]
26545,38164,[]
26546,38117,[]
26547,38239,[]
26548,38115,[]
26549,38136,[]
26550,568841,[]
26551,38163,[]
26552,38162,[]
26553,38161,[]
26554,38114,[]
26555,38145,[]
26556,38160,[]
26557,38113,[]
26558,592375,[]
26559,38159,[]
26560,959765,[]
26561,38158,[]
26562,38237,[]
26563,38111,['New Zealand Cricket Almanack Player of the Year 2007']
26564,38144,[]
26565,38157,[]
26566,38156,[]
26567,38168,[]
26568,38109,[]
26569,38155,[]
26570,388746,[]
26571,38154,[]
26572,54395,[]
26573,38153,[]
26574,38152,[]
26575,338725,[]
26576,559065,[]
26577,38955,[]
26578,38958,[]
26579,38954,[]
26580,38957,[]
26581,38956,[]
26582,320641,[]
26583,38373,['New Zealand Cricket Almanack Player of the Year 2009']
26584,598160,[]
26585,38259,[]
26586,54408,[]
26587,338762,[]
26588,38367,[]
26589,38366,[]
26590,38365,[]
26591,38258,['Walter Lawrence Trophy 1994']
26592,38364,[]
26593,331375,[]
26594,38363,[]
26595,546031,[]
26596,54439,[]
26597,38362,[]
26598,38269,[]
26599,38361,[]
26600,388787,[]
26601,38382,[]
26602,274569,[]
26603,38360,[]
26604,38359,[]
26605,598147,[]
26606,226231,[]
26607,38358,[]
26608,543550,[]
26609,38256,[]
26610,592376,[]
26611,54436,[]
26612,54435,[]
26613,38357,[]
26614,38274,[]
26615,325308,[]
26616,38356,[]
26617,38262,[]
26618,38355,[]
26619,241603,[]
26620,38354,[]
26621,38353,[]
26622,38352,[]
26623,38351,[]
26624,7502,[]
26625,38350,[]
26626,38349,[]
26627,38348,[]
26628,54323,[]
26629,38347,[]
26630,38346,[]
26631,338125,[]
26632,326449,[]
26633,38344,[]
26634,38345,[]
26635,54552,[]
26636,277913,[]
26637,38343,[]
26638,38342,[]
26639,595757,[]
26640,38273,[]
26641,38341,[]
26642,338756,[]
26643,38371,[]
26644,38267,"[' 1997/98', ' 1', ' 4']"
26645,355270,[]
26646,54437,[]
26647,38270,[]
26648,38266,[]
26649,38340,[]
26650,38339,[]
26651,38338,[]
26652,38377,[]
26653,707187,[]
26654,38252,[]
26655,38337,[]
26656,38336,[]
26657,388779,[]
26658,38255,[]
26659,38272,[]
26660,38335,[]
26661,38334,[]
26662,38333,[]
26663,38254,[]
26664,38253,[]
26665,38332,[]
26666,38331,[]
26667,38330,[]
26668,38329,[]
26669,38328,[]
26670,38327,[]
26671,38326,[]
26672,38325,[]
26673,38324,[]
26674,38323,[]
26675,38322,[]
26676,38321,[]
26677,38320,[]
26678,38319,[]
26679,1130478,[]
26680,38368,[]
26681,38318,[]
26682,38317,[]
26683,38251,[]
26684,38316,[]
26685,38315,[]
26686,38379,[]
26687,707735,[]
26688,38314,[]
26689,321026,[]
26690,38313,[]
26691,38312,[]
26692,38311,[]
26693,38310,[]
26694,268532,[]
26695,38309,[]
26696,38308,[]
26697,416574,[]
26698,38307,[]
26699,38306,[]
26700,875609,[]
26701,38305,[]
26702,38304,[]
26703,438261,[]
26704,38271,[]
26705,38303,[]
26706,38249,"['Son of J.R. (Wellington, NZ).']"
26707,38248,[]
26708,38246,[]
26709,629905,[]
26710,383646,[]
26711,38302,[]
26712,38301,[]
26713,549453,[]
26714,38300,[]
26715,38299,[]
26716,38298,[]
26717,38245,[]
26718,1126843,[]
26719,38297,[]
26720,38296,[]
26721,38295,[]
26722,38244,[]
26723,38264,[]
26724,38294,[]
26725,38293,[]
26726,38369,[]
26727,338135,[]
26728,266410,[]
26729,38292,[]
26730,38291,[]
26731,38290,[]
26732,38289,[]
26733,38288,[]
26734,38287,[]
26735,38286,[]
26736,548267,[]
26737,339011,[]
26738,38285,[]
26739,629897,[]
26740,38284,[]
26741,38283,[]
26742,281602,[]
26743,959767,[]
26744,277914,[]
26745,54432,[]
26746,38282,[]
26747,38281,[]
26748,231174,[]
26749,38280,[]
26750,38380,[]
26751,438354,[]
26752,328126,[]
26753,38381,[]
26754,707193,[]
26755,38279,[]
26756,395057,[]
26757,598184,[]
26758,38278,[]
26759,54524,[]
26760,54321,[]
26761,54343,[]
26762,38277,[]
26763,38276,[]
26764,38275,[]
26765,622772,[]
26766,54466,[]
26767,324242,[]
26768,280859,[]
26769,38242,[]
26770,38588,[]
26771,38587,[]
26772,38586,[]
26773,38585,[]
26774,38584,[]
26775,380923,[]
26776,38583,[]
26777,270064,[]
26778,38582,[]
26779,54539,[]
26780,54450,[]
26781,54346,[]
26782,38581,[]
26783,38413,"['New Zealand Cricket Almanack Player of the Year 1948', 'Wisden Cricketer of the Year 1950']"
26784,38580,[]
26785,38411,[]
26786,945039,[]
26787,1129642,[]
26788,266407,[]
26789,38409,[]
26790,38407,[]
26791,38579,[]
26792,38578,[]
26793,38577,[]
26794,38576,[]
26795,38575,[]
26796,54476,[]
26797,959651,[]
26798,338812,[]
26799,38574,[]
26800,38573,[]
26801,38572,[]
26802,54472,[]
26803,38571,[]
26804,928013,[]
26805,338131,[]
26806,38405,[]
26807,338811,[]
26808,38590,[]
26809,54548,[]
26810,38570,[]
26811,38569,[]
26812,38568,[]
26813,231309,[]
26814,38567,[]
26815,438272,[]
26816,497787,[]
26817,38404,[]
26818,38566,[]
26819,586735,[]
26820,38418,[]
26821,38565,[]
26822,38564,[]
26823,38563,[]
26824,38423,"[' Reserve', ' 1997/98', ' 3', ' 8']"
26825,38562,[]
26826,599505,[]
26827,38561,[]
26828,38595,[]
26829,38560,[]
26830,38559,[]
26831,38558,[]
26832,38557,[]
26833,38521,[]
26834,38556,[]
26835,38437,[]
26836,38555,[]
26837,54485,[]
26838,38554,[]
26839,38589,[]
26840,54446,[]
26841,38403,['Club: Riccarton']
26842,38553,[]
26843,38552,[]
26844,38551,[]
26845,38550,[]
26846,959773,[]
26847,1127973,[]
26848,38549,[]
26849,38548,[]
26850,38547,[]
26851,38546,[]
26852,1132562,[]
26853,598170,[]
26854,266552,[]
26855,38545,[]
26856,38544,[]
26857,38543,[]
26858,38542,[]
26859,38541,[]
26860,38436,[]
26861,327541,[]
26862,338799,[]
26863,54345,[]
26864,54523,[]
26865,38540,[]
26866,38539,[]
26867,38538,[]
26868,38401,[]
26869,38399,[]
26870,38537,[]
26871,385020,[]
26872,38536,[]
26873,38535,[]
26874,232364,['New Zealand Cricket Almanack Player of the Year 2008']
26875,38534,[]
26876,38533,[]
26877,38532,[]
26878,38531,[]
26879,547765,[]
26880,38530,[]
26881,338118,[]
26882,268567,[]
26883,38426,[]
26884,38607,[]
26885,38435,[]
26886,54521,[]
26887,227491,[]
26888,38529,[]
26889,707109,[]
26890,599399,[]
26891,559066,[]
26892,38528,[]
26893,38527,[]
26894,38526,[]
26895,38525,[]
26896,38398,[]
26897,38524,[]
26898,38397,[]
26899,38425,[]
26900,707179,[]
26901,38523,[]
26902,38520,[]
26903,38601,[]
26904,38434,[]
26905,38519,[]
26906,38518,[]
26907,549441,[]
26908,38517,[]
26909,959771,[]
26910,38516,[]
26911,54441,[]
26912,38433,[]
26913,38515,[]
26914,38514,[]
26915,38513,[]
26916,38512,[]
26917,572774,[]
26918,38511,[]
26919,38396,[]
26920,38395,[]
26921,38510,[]
26922,38394,[]
26923,38509,[]
26924,38508,[]
26925,38507,[]
26926,38605,[]
26927,38506,[]
26928,505948,[]
26929,508329,[]
26930,38505,[]
26931,54313,[]
26932,539528,[]
26933,38522,[]
26934,38503,[]
26935,38502,[]
26936,38501,[]
26937,38500,[]
26938,267945,[]
26939,440520,[]
26940,38499,[]
26941,338790,[]
26942,38498,[]
26943,38497,[]
26944,38496,[]
26945,324737,[]
26946,38495,[]
26947,38494,[]
26948,54448,[]
26949,338786,[]
26950,439232,[]
26951,242594,[]
26952,38604,[]
26953,38393,[]
26954,38391,[]
26955,54311,[]
26956,38390,[]
26957,1126842,[]
26958,38424,[]
26959,38493,[]
26960,54445,[]
26961,599418,[]
26962,38492,[]
26963,54568,[]
26964,38491,[]
26965,338781,[]
26966,1081004,[]
26967,38490,[]
26968,329032,[]
26969,380921,[]
26970,38489,[]
26971,54444,[]
26972,38389,[]
26973,38488,[]
26974,54443,[]
26975,38487,[]
26976,38486,[]
26977,38606,[]
26978,38388,[]
26979,38484,[]
26980,38592,[]
26981,38483,[]
26982,1176519,[]
26983,338117,[]
26984,38482,[]
26985,962831,[]
26986,38421,[]
26987,1132570,[]
26988,38594,[]
26989,38481,[]
26990,38600,[]
26991,38480,[]
26992,1124471,[]
26993,38479,[]
26994,227199,[]
26995,38419,[]
26996,38416,[]
26997,936247,[]
26998,38432,[]
26999,38478,[]
27000,38477,[]
27001,38476,[]
27002,38474,[]
27003,597980,[]
27004,38430,[]
27005,54440,[]
27006,270997,[]
27007,38475,[]
27008,388808,[]
27009,38386,[]
27010,38473,[]
27011,267090,[]
27012,38472,[]
27013,38470,[]
27014,625964,[]
27015,38469,[]
27016,38468,[]
27017,38429,[]
27018,959769,[]
27019,54344,[]
27020,54499,[]
27021,38428,[]
27022,38384,['New Zealand Cricket Almanack Player of the Year 1950']
27023,923891,[]
27024,38467,[]
27025,38383,[]
27026,38466,[]
27027,38465,[]
27028,54551,[]
27029,38464,[]
27030,38591,[]
27031,38463,[]
27032,38414,[]
27033,38462,[]
27034,38485,[]
27035,38461,[]
27036,38460,[]
27037,38459,[]
27038,38458,[]
27039,599400,[]
27040,38457,[]
27041,270267,[]
27042,38456,[]
27043,38455,[]
27044,38454,[]
27045,54442,[]
27046,38453,[]
27047,543568,[]
27048,54438,[]
27049,233007,[]
27050,38452,[]
27051,38451,[]
27052,805139,[]
27053,502714,[]
27054,976345,[]
27055,38450,[]
27056,38449,[]
27057,38471,[]
27058,1077663,[]
27059,708617,[]
27060,1129641,[]
27061,38603,[]
27062,38448,[]
27063,38447,[]
27064,38446,[]
27065,38445,[]
27066,233822,[]
27067,38444,[]
27068,38443,[]
27069,38442,[]
27070,38441,[]
27071,38427,[]
27072,38440,[]
27073,38439,[]
27074,38438,[]
27075,54500,[]
27076,38624,[]
27077,38691,[]
27078,338846,[]
27079,38690,[]
27080,1132082,[]
27081,274118,[]
27082,54455,[]
27083,388751,[]
27084,54454,[]
27085,38622,['Wisden Cricketer of the Year 1971']
27086,38689,[]
27087,38688,[]
27088,276994,[]
27089,38697,[]
27090,38687,[]
27091,38686,[]
27092,38685,[]
27093,54337,[]
27094,233003,[]
27095,38684,[]
27096,38683,[]
27097,388796,[]
27098,38620,[]
27099,38625,[]
27100,38680,[]
27101,38682,[]
27102,38681,[]
27103,54488,[]
27104,54347,[]
27105,638923,[]
27106,38618,[]
27107,54329,[]
27108,38617,[]
27109,266415,[]
27110,38616,[]
27111,38679,[]
27112,38678,[]
27113,54554,[]
27114,233004,[]
27115,38677,[]
27116,54327,[]
27117,38628,[]
27118,38676,[]
27119,38675,[]
27120,38673,[]
27121,38672,[]
27122,38671,[]
27123,38670,[]
27124,545867,[]
27125,38694,[]
27126,946687,[]
27127,38669,[]
27128,38668,[]
27129,38667,[]
27130,233825,[]
27131,38695,[]
27132,38693,[]
27133,38634,[]
27134,389091,[]
27135,38666,[]
27136,38614,"['On November 8, 2009 he became the longest-lived Test cricketer at the age of 98 years and 325 days, overtaking the previous record held by Francis MacKinnon']"
27137,338837,[]
27138,38665,[]
27139,54325,[]
27140,38627,[]
27141,854909,[]
27142,54453,[]
27143,38664,[]
27144,338835,[]
27145,38663,[]
27146,38613,[]
27147,338834,[]
27148,38611,[]
27149,38662,[]
27150,38661,[]
27151,38660,[]
27152,328128,[]
27153,38659,[]
27154,54449,[]
27155,38658,[]
27156,38626,[]
27157,827733,[]
27158,54553,[]
27159,38657,[]
27160,38656,[]
27161,338831,[]
27162,440521,[]
27163,38655,[]
27164,338830,[]
27165,38654,[]
27166,38653,[]
27167,38652,[]
27168,54491,[]
27169,38651,[]
27170,543453,[]
27171,233824,[]
27172,38650,[]
27173,959775,[]
27174,38649,[]
27175,38648,[]
27176,881053,[]
27177,38647,[]
27178,547739,[]
27179,231315,[]
27180,54415,[]
27181,38699,['New Zealand Cricket Almanack Player of the Year 2009']
27182,38696,[]
27183,38646,[]
27184,38645,[]
27185,38644,[]
27186,38643,[]
27187,38642,[]
27188,38610,['New Zealand Cricket Almanack Player of the Year 1949']
27189,38609,[]
27190,38641,[]
27191,38640,[]
27192,1089097,[]
27193,38639,[]
27194,38638,[]
27195,38637,[]
27196,598174,[]
27197,38636,[]
27198,338136,[]
27199,38635,[]
27200,38633,[]
27201,826943,[]
27202,827737,[]
27203,38632,[]
27204,38631,[]
27205,38630,[]
27206,38608,[]
27207,277915,[]
27208,38629,[]
27209,380929,[]
27210,38704,[]
27211,38701,[]
27212,38700,[]
27213,38703,[]
27214,505951,[]
27215,38702,[]
27216,231743,[]
27217,38717,[]
27218,38729,[]
27219,270057,[]
27220,38728,[]
27221,38712,[]
27222,38711,[]
27223,38727,[]
27224,38726,[]
27225,38732,[]
27226,38725,[]
27227,38714,[]
27228,324245,[]
27229,38710,"['Youngest Player to represent New Zealand in Tests', 'ICC Spirit of Cricket Award 2012']"
27230,38715,[]
27231,38724,[]
27232,38723,[]
27233,453888,[]
27234,326973,[]
27235,38722,[]
27236,701747,[]
27237,38721,[]
27238,38910,[]
27239,38909,[]
27240,38908,[]
27241,38907,[]
27242,38906,[]
27243,38905,[]
27244,38767,"[' Reserve', ' 1999/00', ' 4', ' 7']"
27245,38904,[]
27246,38903,[]
27247,38757,[]
27248,38902,[]
27249,38720,[]
27250,38719,[]
27251,38708,[]
27252,545868,[]
27253,38733,[]
27254,47780,[]
27255,547760,[]
27256,701713,[]
27257,707737,[]
27258,598227,[]
27259,597987,[]
27260,38707,[]
27261,38718,[]
27262,801955,[]
27263,38731,[]
27264,38716,[]
27265,701703,[]
27266,38901,[]
27267,38900,[]
27268,270950,[]
27269,38899,[]
27270,38898,[]
27271,38897,[]
27272,38768,[]
27273,277911,[]
27274,338892,[]
27275,38915,[]
27276,38896,[]
27277,38895,[]
27278,38894,[]
27279,38893,[]
27280,38920,[]
27281,54460,[]
27282,266426,[]
27283,38892,[]
27284,38891,[]
27285,38890,[]
27286,38889,[]
27287,38888,[]
27288,38774,[]
27289,38887,[]
27290,38755,['Club: Old Collegians']
27291,38753,[]
27292,38884,[]
27293,231314,[]
27294,54567,[]
27295,38925,[]
27296,38883,[]
27297,36941,[]
27298,38882,[]
27299,598159,[]
27300,38881,[]
27301,38880,[]
27302,38773,[]
27303,38879,[]
27304,38878,[]
27305,38877,[]
27306,38876,[]
27307,38875,[]
27308,38751,[]
27309,324736,[]
27310,38874,[]
27311,38873,[]
27312,38872,[]
27313,38871,[]
27314,38870,[]
27315,38869,[]
27316,38868,[]
27317,380925,[]
27318,38867,[]
27319,266617,[]
27320,338883,[]
27321,38927,[]
27322,38866,[]
27323,38865,[]
27324,38864,[]
